protein_a	protein_b	involves_dark	genetic_assays
Q06096	Q12071	0	Negative Genetic
Q06091	Q12309	0	Negative Genetic
Q06091	Q12046	0	Negative Genetic
Q06091	Q08963	0	Negative Genetic
Q06091	Q08920	0	Negative Genetic
Q06091	Q07930	0	Negative Genetic
Q06091	Q07350	0	Negative Genetic
Q06078	Q99207	0	Negative Genetic
Q06078	Q12277	0	Negative Genetic
Q06078	Q12149	0	Negative Genetic
Q06078	Q08972	0	Negative Genetic
Q06078	Q08492	0	Negative Genetic
Q06063	Q12009	0	Synthetic Growth Defect
Q06058	Q08650	0	Synthetic Rescue
Q06058	Q06676	0	Phenotypic Enhancement
Q06058	Q06169	0	Phenotypic Enhancement;Synthetic Growth Defect
Q06053	Q12211	0	Negative Genetic
Q06053	Q12009	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q06053	Q08647	0	Phenotypic Enhancement
Q05949	Q06697	0	Synthetic Growth Defect
Q05946	Q99207	0	Negative Genetic
Q05946	Q12277	0	Negative Genetic
Q05946	Q12149	0	Negative Genetic
Q05946	Q12035	0	Negative Genetic
Q05946	Q08492	0	Negative Genetic
Q05946	Q08162	0	Negative Genetic
Q05946	Q07623	0	Negative Genetic
Q05871	Q08558	0	Dosage Rescue
Q05863	Q12322	0	Synthetic Lethality
Q05787	Q08109	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression
Q05776	Q92328	0	Negative Genetic
Q05776	Q07560	0	Negative Genetic;Synthetic Lethality
Q05636	Q12277	0	Negative Genetic
Q05636	Q12149	0	Negative Genetic
Q05636	Q08162	0	Negative Genetic;Synthetic Rescue
Q05584	Q12320	0	Synthetic Growth Defect
Q05567	Q12246	0	Dosage Growth Defect;Synthetic Rescue
Q05567	Q06147	0	Negative Genetic
Q05567	Q06144	0	Negative Genetic;Synthetic Lethality
Q05541	Q12749	0	Negative Genetic;Phenotypic Enhancement
Q05541	Q08204	0	Negative Genetic
Q05541	Q07913	0	Dosage Rescue;Negative Genetic
Q05513	Q05655	0	Negative Genetic
Q05498	Q12499	0	Negative Genetic
Q05498	Q12460	0	Negative Genetic
Q05498	Q12220	0	Negative Genetic
Q05498	Q12149	0	Negative Genetic
Q05498	Q12035	0	Negative Genetic
Q05498	Q08965	0	Negative Genetic
Q05498	Q07623	0	Negative Genetic
Q05498	Q06506	0	Negative Genetic
Q05498	Q06078	0	Negative Genetic
Q05498	Q05946	0	Negative Genetic
Q05468	Q12532	0	Phenotypic Suppression
Q05397	Q14289	0	Negative Genetic
Q05123	Q12406	0	Dosage Rescue;Negative Genetic
Q05123	Q06639	0	Negative Genetic
Q05080	Q07657	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q05080	Q07533	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression;Positive Genetic;Synthetic Lethality
Q05031	Q08967	0	Negative Genetic
Q05029	Q08754	0	Phenotypic Enhancement;Synthetic Growth Defect
Q05027	Q12030	0	Negative Genetic
Q05027	Q08278	0	Negative Genetic
Q05027	Q06822	0	Positive Genetic
Q05027	Q05029	0	Dosage Rescue
Q04969	Q12133	0	Negative Genetic;Synthetic Lethality
Q04947	Q99287	0	Phenotypic Enhancement;Synthetic Growth Defect
Q04947	Q12402	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
Q04868	Q06706	0	Positive Genetic
Q04740	Q12149	0	Phenotypic Suppression
Q04740	Q05635	0	Synthetic Growth Defect;Synthetic Lethality
Q04734	Q12033	0	Positive Genetic
Q04697	Q12672	0	Negative Genetic
Q04693	Q99181	0	Negative Genetic
Q04693	Q12417	0	Negative Genetic
Q04693	Q12368	0	Negative Genetic
Q04693	Q12330	0	Negative Genetic
Q04693	Q12309	0	Negative Genetic
Q04693	Q12046	0	Negative Genetic
Q04693	Q08963	0	Negative Genetic
Q04693	Q08920	0	Negative Genetic
Q04693	Q07930	0	Negative Genetic
Q04693	Q07508	0	Negative Genetic
Q04693	Q07350	0	Negative Genetic
Q04693	Q06835	0	Negative Genetic
Q04693	Q06525	0	Negative Genetic
Q04693	Q06406	0	Negative Genetic
Q04693	Q06091	0	Negative Genetic
Q04673	Q12030	0	Negative Genetic
Q04673	Q12004	0	Negative Genetic
Q04673	Q06213	0	Negative Genetic
Q04673	Q05027	0	Negative Genetic
Q04660	Q12460	0	Negative Genetic
Q04660	Q12024	0	Negative Genetic
Q04660	Q08962	0	Negative Genetic
Q04660	Q08004	0	Negative Genetic
Q04660	Q07915	0	Negative Genetic
Q04660	Q07896	0	Negative Genetic
Q04660	Q07381	0	Negative Genetic
Q04660	Q06287	0	Negative Genetic
Q04660	Q06106	0	Positive Genetic
Q04651	Q05787	0	Phenotypic Suppression
Q04636	Q12488	0	Negative Genetic
Q04636	Q06697	0	Negative Genetic;Synthetic Lethality
Q04636	Q06685	0	Positive Genetic
Q04636	Q06505	0	Negative Genetic;Synthetic Rescue
Q04603	Q92317	0	Negative Genetic
Q04603	Q12692	0	Negative Genetic;Synthetic Growth Defect
Q04603	Q08773	0	Phenotypic Enhancement;Synthetic Growth Defect
Q04603	Q08032	0	Synthetic Lethality
Q04599	Q3E757	0	Negative Genetic
Q04599	Q05863	0	Positive Genetic
Q04598	Q08199	0	Negative Genetic
Q04511	Q12018	0	Phenotypic Suppression
Q04493	Q04773	0	Negative Genetic
Q04477	Q12748	0	Negative Genetic;Synthetic Growth Defect
Q04477	Q12143	0	Negative Genetic
Q04477	Q06675	0	Negative Genetic;Synthetic Lethality
Q04472	Q06510	0	Negative Genetic
Q04439	Q05933	0	Negative Genetic
Q04437	Q12223	0	Phenotypic Enhancement
Q04437	Q08204	0	Phenotypic Enhancement
Q04437	Q06163	0	Dosage Rescue;Phenotypic Suppression;Synthetic Lethality;Synthetic Rescue
Q04418	Q08726	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
Q04410	Q04491	0	Negative Genetic
Q04401	Q3E785	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Growth Defect
Q04373	Q12460	0	Negative Genetic;Positive Genetic
Q04373	Q08962	0	Negative Genetic
Q04373	Q06106	0	Positive Genetic
Q04372	Q12461	0	Negative Genetic
Q04372	Q12199	0	Phenotypic Suppression;Synthetic Growth Defect;Synthetic Rescue
Q04370	Q05568	0	Positive Genetic
Q04347	Q3E705	0	Synthetic Lethality
Q04311	Q12532	0	Positive Genetic;Synthetic Rescue
Q04311	Q05468	0	Synthetic Rescue
Q04307	Q06339	0	Negative Genetic
Q04305	Q99207	0	Negative Genetic
Q04305	Q12220	0	Negative Genetic
Q04305	Q12035	0	Negative Genetic
Q04305	Q08492	0	Negative Genetic
Q04305	Q07623	0	Negative Genetic
Q04305	Q06679	0	Negative Genetic
Q04305	Q06287	0	Negative Genetic
Q04305	Q06106	0	Negative Genetic
Q04305	Q06078	0	Negative Genetic
Q04305	Q05498	0	Negative Genetic
Q04264	Q12214	0	Phenotypic Suppression;Positive Genetic
Q04264	Q06680	0	Negative Genetic
Q04228	Q08109	0	Phenotypic Suppression;Synthetic Growth Defect
Q04228	Q06682	0	Negative Genetic
Q04228	Q04311	0	Phenotypic Enhancement;Synthetic Growth Defect
Q04226	Q12030	0	Dosage Rescue;Negative Genetic
Q04226	Q12004	0	Negative Genetic
Q04226	Q08278	0	Negative Genetic
Q04226	Q05027	0	Negative Genetic
Q04226	Q04673	0	Negative Genetic
Q04225	Q12460	0	Negative Genetic
Q04225	Q06218	0	Negative Genetic
Q04225	Q04660	0	Dosage Rescue
Q04183	Q99394	0	Dosage Lethality
Q04179	Q05788	0	Synthetic Lethality
Q04178	Q05911	0	Negative Genetic
Q04177	Q12339	0	Negative Genetic
Q04177	Q12220	0	Negative Genetic
Q04177	Q12035	0	Negative Genetic
Q04177	Q07395	0	Negative Genetic
Q04177	Q06078	0	Negative Genetic
Q04177	Q05946	0	Negative Genetic
Q04177	Q04305	0	Negative Genetic
Q04175	Q99189	0	Negative Genetic
Q04174	Q12001	0	Negative Genetic
Q04174	Q07830	0	Negative Genetic
Q04174	Q06636	0	Negative Genetic
Q04149	Q12749	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
Q04149	Q12306	0	Synthetic Growth Defect
Q04149	Q12223	0	Positive Genetic
Q04149	Q05635	0	Synthetic Growth Defect;Synthetic Lethality
Q04089	Q07457	0	Synthetic Growth Defect
Q04082	Q07830	0	Negative Genetic
Q04082	Q04174	0	Negative Genetic
Q04081	Q12461	0	Negative Genetic
Q04081	Q04372	0	Negative Genetic
Q04080	Q07830	0	Negative Genetic
Q04080	Q06636	0	Negative Genetic
Q04053	Q08826	0	Phenotypic Enhancement
Q04048	Q99181	0	Negative Genetic
Q04048	Q12417	0	Negative Genetic
Q04048	Q12368	0	Negative Genetic
Q04048	Q12330	0	Negative Genetic
Q04048	Q12309	0	Negative Genetic
Q04048	Q07930	0	Negative Genetic
Q04048	Q07350	0	Negative Genetic
Q04048	Q06525	0	Negative Genetic
Q04048	Q06217	0	Negative Genetic
Q04048	Q06091	0	Negative Genetic
Q04048	Q04693	0	Negative Genetic
Q04031	Q12460	0	Negative Genetic
Q04031	Q12024	0	Negative Genetic
Q04031	Q08235	0	Negative Genetic
Q04031	Q07896	0	Negative Genetic
Q04006	Q05776	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect
Q03981	Q12250	0	Negative Genetic
Q03973	Q12499	0	Negative Genetic
Q03973	Q06674	0	Phenotypic Suppression
Q03973	Q06639	0	Dosage Rescue
Q03957	Q3E7C1	0	Negative Genetic
Q03957	Q07457	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q03957	Q06697	0	Synthetic Growth Defect;Synthetic Lethality
Q03957	Q05949	0	Synthetic Lethality
Q03954	Q04477	0	Negative Genetic
Q03941	Q04430	0	Negative Genetic
Q03940	Q12499	0	Synthetic Growth Defect
Q03940	Q12386	0	Negative Genetic
Q03940	Q06822	0	Negative Genetic
Q03919	Q92325	0	Dosage Growth Defect;Synthetic Growth Defect;Synthetic Rescue
Q03919	Q12059	0	Negative Genetic
Q03919	Q08273	0	Negative Genetic
Q03862	Q99257	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q03862	Q12149	0	Negative Genetic
Q03862	Q08235	0	Negative Genetic
Q03862	Q08004	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q03862	Q07915	0	Negative Genetic
Q03862	Q06106	0	Positive Genetic
Q03834	Q12083	0	Phenotypic Enhancement
Q03834	Q04049	0	Dosage Lethality;Phenotypic Enhancement
Q03818	Q07879	0	Positive Genetic
Q03818	Q06410	0	Positive Genetic
Q03792	Q12033	0	Positive Genetic
Q03782	Q12330	0	Negative Genetic
Q03782	Q08963	0	Positive Genetic
Q03782	Q08920	0	Negative Genetic;Synthetic Lethality
Q03782	Q07508	0	Negative Genetic
Q03782	Q07350	0	Negative Genetic
Q03782	Q06217	0	Negative Genetic
Q03776	Q08920	0	Negative Genetic
Q03776	Q07508	0	Negative Genetic
Q03776	Q07350	0	Negative Genetic
Q03774	Q12400	0	Synthetic Growth Defect
Q03774	Q12211	0	Negative Genetic;Synthetic Growth Defect
Q03774	Q08647	0	Negative Genetic;Synthetic Lethality
Q03774	Q06063	0	Synthetic Growth Defect
Q03774	Q06053	0	Synthetic Lethality
Q03772	Q12309	0	Negative Genetic
Q03772	Q08963	0	Negative Genetic
Q03772	Q08920	0	Negative Genetic
Q03772	Q07350	0	Negative Genetic
Q03772	Q04048	0	Negative Genetic
Q03768	Q12000	0	Synthetic Growth Defect
Q03758	Q08689	0	Synthetic Rescue
Q03723	Q12001	0	Negative Genetic
Q03718	Q12749	0	Negative Genetic;Synthetic Lethality
Q03718	Q12306	0	Negative Genetic
Q03718	Q08204	0	Negative Genetic
Q03718	Q07913	0	Negative Genetic
Q03718	Q05541	0	Negative Genetic
Q03702	Q06630	0	Phenotypic Enhancement
Q03674	Q08108	0	Dosage Rescue
Q03660	Q99394	0	Dosage Lethality;Negative Genetic
Q03660	Q03784	0	Negative Genetic
Q03654	Q99181	0	Negative Genetic
Q03654	Q6Q546	0	Negative Genetic
Q03654	Q12417	0	Negative Genetic
Q03654	Q12309	0	Negative Genetic
Q03654	Q08963	0	Negative Genetic
Q03654	Q07930	0	Negative Genetic
Q03654	Q06835	0	Negative Genetic
Q03654	Q06525	0	Negative Genetic
Q03654	Q06217	0	Negative Genetic
Q03654	Q06091	0	Negative Genetic
Q03654	Q04693	0	Negative Genetic
Q03654	Q03772	0	Negative Genetic
Q03630	Q99394	0	Negative Genetic
Q03630	Q03784	0	Dosage Rescue;Negative Genetic
Q03630	Q03660	0	Negative Genetic
Q03579	Q3E790	0	Negative Genetic
Q03554	Q12154	0	Negative Genetic;Phenotypic Enhancement
Q03532	Q12522	0	Negative Genetic
Q03532	Q12499	0	Negative Genetic
Q03532	Q12460	0	Negative Genetic
Q03532	Q12220	0	Negative Genetic
Q03532	Q08962	0	Negative Genetic
Q03532	Q08235	0	Negative Genetic
Q03532	Q07896	0	Negative Genetic
Q03532	Q05946	0	Negative Genetic
Q03532	Q04660	0	Negative Genetic
Q03532	Q04305	0	Negative Genetic
Q03532	Q04031	0	Negative Genetic
Q03529	Q12246	0	Positive Genetic
Q03435	Q12692	0	Synthetic Growth Defect
Q03435	Q12509	0	Negative Genetic
Q03435	Q08773	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
Q03435	Q06707	0	Positive Genetic
Q03406	Q12488	0	Dosage Rescue;Negative Genetic
Q03406	Q12146	0	Negative Genetic
Q03406	Q08496	0	Negative Genetic
Q03406	Q08032	0	Negative Genetic
Q03406	Q04636	0	Negative Genetic
Q03406	Q04603	0	Negative Genetic
Q03375	Q99177	0	Negative Genetic;Synthetic Lethality
Q03375	Q12417	0	Negative Genetic
Q03375	Q12309	0	Negative Genetic
Q03375	Q12052	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q03375	Q08963	0	Negative Genetic;Synthetic Lethality
Q03375	Q08920	0	Negative Genetic;Synthetic Lethality
Q03375	Q07350	0	Negative Genetic
Q03375	Q06217	0	Negative Genetic
Q03375	Q06091	0	Negative Genetic
Q03375	Q04693	0	Negative Genetic
Q03375	Q03772	0	Negative Genetic;Synthetic Lethality
Q03375	Q03654	0	Negative Genetic;Synthetic Lethality
Q03338	Q12368	0	Negative Genetic
Q03338	Q12330	0	Negative Genetic
Q03338	Q06835	0	Negative Genetic
Q03338	Q06217	0	Negative Genetic
Q03330	Q92317	0	Synthetic Growth Defect
Q03330	Q6WNK7	0	Phenotypic Enhancement;Synthetic Growth Defect
Q03330	Q12692	0	Synthetic Growth Defect
Q03330	Q08649	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q03330	Q08465	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q03330	Q07794	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q03330	Q05027	0	Synthetic Lethality
Q03330	Q04089	0	Phenotypic Enhancement
Q03322	Q99260	0	Negative Genetic;Synthetic Lethality
Q03322	Q04629	0	Negative Genetic
Q03322	Q04338	0	Negative Genetic
Q03254	Q03957	0	Negative Genetic
Q03219	Q03778	0	Synthetic Growth Defect
Q03195	Q08972	0	Negative Genetic
Q03151	Q12522	0	Negative Genetic
Q03144	Q03148	0	Phenotypic Enhancement;Synthetic Rescue
Q03124	Q06639	0	Negative Genetic
Q03103	Q12284	0	Dosage Rescue
Q03096	Q06163	0	Dosage Rescue;Phenotypic Suppression
Q03096	Q04437	0	Dosage Growth Defect;Dosage Lethality;Negative Genetic
Q03067	Q6WNK7	0	Phenotypic Enhancement;Phenotypic Suppression;Positive Genetic;Synthetic Growth Defect
Q03067	Q07457	0	Positive Genetic
Q03067	Q03330	0	Dosage Rescue;Negative Genetic
Q03049	Q12690	0	Negative Genetic
Q03048	Q12156	0	Negative Genetic;Synthetic Growth Defect
Q03048	Q06440	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q03036	Q07843	0	Negative Genetic
Q03028	Q99297	0	Synthetic Growth Defect
Q03028	Q04013	0	Synthetic Growth Defect
Q03020	Q07540	0	Negative Genetic;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality;Synthetic Rescue
Q02981	Q06567	0	Synthetic Rescue
Q02969	Q12462	0	Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
Q02948	Q07879	0	Positive Genetic
Q02948	Q06708	0	Negative Genetic
Q02948	Q06671	0	Positive Genetic
Q02948	Q06410	0	Positive Genetic
Q02948	Q05919	0	Positive Genetic
Q02948	Q05789	0	Phenotypic Enhancement
Q02948	Q03818	0	Positive Genetic
Q02939	Q3E7C1	0	Phenotypic Suppression
Q02939	Q04673	0	Negative Genetic
Q02939	Q04226	0	Negative Genetic
Q02936	Q9VNJ5	0	Phenotypic Enhancement;Phenotypic Suppression
Q02936	Q24114	0	Phenotypic Suppression
Q02908	Q3E840	0	Synthetic Growth Defect
Q02908	Q07457	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q02908	Q06706	0	Positive Genetic
Q02908	Q04868	0	Positive Genetic
Q02908	Q03330	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
Q02892	Q99207	0	Positive Genetic
Q02892	Q12690	0	Positive Genetic
Q02892	Q12460	0	Negative Genetic
Q02892	Q12149	0	Negative Genetic
Q02892	Q12024	0	Negative Genetic
Q02892	Q08687	0	Negative Genetic
Q02892	Q08235	0	Negative Genetic
Q02892	Q08208	0	Negative Genetic
Q02892	Q07915	0	Dosage Rescue
Q02892	Q07896	0	Negative Genetic
Q02892	Q04660	0	Negative Genetic
Q02892	Q04373	0	Negative Genetic
Q02892	Q04177	0	Positive Genetic
Q02892	Q03862	0	Negative Genetic
Q02892	Q03532	0	Negative Genetic
Q02889	Q07914	0	Negative Genetic
Q02889	Q04472	0	Negative Genetic
Q02887	Q07879	0	Positive Genetic
Q02887	Q06410	0	Positive Genetic
Q02887	Q03818	0	Positive Genetic
Q02887	Q02948	0	Positive Genetic
Q02884	Q06706	0	Positive Genetic
Q02884	Q04868	0	Positive Genetic
Q02883	Q07560	0	Negative Genetic
Q02821	Q99257	0	Positive Genetic
Q02821	Q06142	0	Negative Genetic
Q02804	Q99260	0	Dosage Rescue;Negative Genetic;Synthetic Lethality
Q02804	Q06704	0	Phenotypic Suppression
Q02795	Q92316	0	Negative Genetic
Q02795	Q12001	0	Negative Genetic
Q02795	Q03723	0	Negative Genetic
Q02793	Q06697	0	Negative Genetic
Q02793	Q04636	0	Negative Genetic
Q02793	Q02884	0	Negative Genetic
Q02792	Q12009	0	Phenotypic Suppression;Synthetic Rescue
Q02792	Q07845	0	Negative Genetic
Q02790	Q13451	0	Negative Genetic
Q02784	Q12425	0	Dosage Rescue
Q02784	Q05931	0	Dosage Rescue
Q02783	Q08179	0	Negative Genetic
Q02776	Q07914	0	Negative Genetic
Q02775	Q12417	0	Negative Genetic
Q02775	Q12330	0	Negative Genetic
Q02775	Q12309	0	Negative Genetic
Q02775	Q08963	0	Negative Genetic
Q02775	Q08920	0	Negative Genetic
Q02775	Q06217	0	Negative Genetic
Q02775	Q06091	0	Negative Genetic
Q02775	Q04048	0	Negative Genetic
Q02775	Q03772	0	Negative Genetic
Q02775	Q03654	0	Negative Genetic
Q02775	Q03375	0	Negative Genetic
Q02774	Q04697	0	Positive Genetic
Q02753	Q12672	0	Synthetic Lethality
Q02732	Q12143	0	Negative Genetic
Q02732	Q06162	0	Phenotypic Suppression
Q02732	Q04477	0	Negative Genetic;Synthetic Lethality
Q02685	Q12749	0	Negative Genetic;Synthetic Growth Defect
Q02685	Q08204	0	Negative Genetic
Q02685	Q04149	0	Negative Genetic;Synthetic Lethality
Q02555	Q12149	0	Phenotypic Enhancement
Q02555	Q06218	0	Negative Genetic
Q02554	Q99181	0	Negative Genetic
Q02554	Q12330	0	Negative Genetic
Q02554	Q07508	0	Negative Genetic
Q02554	Q07350	0	Dosage Rescue;Negative Genetic
Q02554	Q06835	0	Negative Genetic
Q02554	Q04693	0	Negative Genetic
Q02554	Q02775	0	Negative Genetic
Q02486	Q06630	0	Phenotypic Enhancement
Q02354	Q99207	0	Negative Genetic
Q02354	Q12220	0	Negative Genetic
Q02354	Q12149	0	Negative Genetic
Q02354	Q12099	0	Negative Genetic
Q02354	Q12035	0	Negative Genetic
Q02354	Q08965	0	Negative Genetic
Q02354	Q08492	0	Negative Genetic
Q02354	Q08162	0	Negative Genetic
Q02354	Q08096	0	Negative Genetic
Q02354	Q07897	0	Negative Genetic
Q02354	Q07623	0	Negative Genetic
Q02354	Q06506	0	Negative Genetic
Q02354	Q06287	0	Negative Genetic
Q02354	Q06078	0	Negative Genetic
Q02354	Q05946	0	Negative Genetic
Q02354	Q03532	0	Negative Genetic
Q02336	Q12514	0	Synthetic Growth Defect
Q02336	Q05027	0	Synthetic Lethality
Q02336	Q03330	0	Synthetic Rescue
Q02336	Q03067	0	Negative Genetic;Synthetic Growth Defect
Q02260	Q99177	0	Synthetic Growth Defect;Synthetic Lethality
Q02260	Q12417	0	Negative Genetic
Q02260	Q12368	0	Negative Genetic
Q02260	Q12330	0	Synthetic Growth Defect;Synthetic Lethality
Q02260	Q07350	0	Negative Genetic
Q02260	Q06217	0	Synthetic Growth Defect;Synthetic Lethality
Q02260	Q06091	0	Negative Genetic
Q02260	Q03776	0	Negative Genetic
Q02260	Q03375	0	Negative Genetic
Q02260	Q03338	0	Negative Genetic
Q02260	Q02775	0	Negative Genetic
Q02256	Q03862	0	Phenotypic Enhancement;Synthetic Growth Defect
Q02248	Q9JJN6	0	Phenotypic Suppression
Q02248	Q9DBG9	0	Phenotypic Suppression
Q02248	Q9D1C2	0	Phenotypic Suppression
Q02248	Q8R5M2	0	Phenotypic Enhancement
Q02206	Q12406	0	Negative Genetic
Q02206	Q03330	0	Synthetic Lethality
Q02206	Q03124	0	Negative Genetic
Q02159	Q08109	0	Dosage Rescue;Phenotypic Suppression
Q02159	Q05787	0	Phenotypic Suppression
Q02159	Q04228	0	Negative Genetic
Q02156	Q05655	0	Negative Genetic
Q02156	Q04759	0	Negative Genetic
Q02046	Q08645	0	Negative Genetic
Q01970	Q9NQ66	0	Negative Genetic
Q01939	Q12513	0	Negative Genetic
Q01939	Q12377	0	Negative Genetic;Positive Genetic
Q01939	Q12250	0	Negative Genetic
Q01939	Q08723	0	Negative Genetic;Positive Genetic
Q01939	Q06103	0	Negative Genetic
Q01939	Q05778	0	Negative Genetic
Q01926	Q08179	0	Negative Genetic
Q01855	Q3E792	0	Negative Genetic
Q01855	Q08972	0	Negative Genetic
Q01855	Q07381	0	Synthetic Growth Defect;Synthetic Lethality
Q01852	Q07914	0	Negative Genetic;Synthetic Lethality
Q01649	Q12045	0	Synthetic Rescue
Q01590	Q99260	0	Negative Genetic;Synthetic Lethality
Q01590	Q12154	0	Negative Genetic
Q01590	Q06096	0	Negative Genetic
Q01590	Q04491	0	Phenotypic Suppression
Q01590	Q04338	0	Dosage Rescue
Q01590	Q03322	0	Dosage Lethality;Negative Genetic
Q01519	Q3E846	0	Dosage Growth Defect;Dosage Rescue;Phenotypic Enhancement;Synthetic Growth Defect
Q01476	Q12242	0	Dosage Growth Defect
Q01476	Q05930	0	Dosage Growth Defect;Phenotypic Suppression;Synthetic Rescue
Q01454	Q12488	0	Negative Genetic;Synthetic Lethality
Q01454	Q08496	0	Synthetic Rescue
Q01454	Q08032	0	Negative Genetic;Synthetic Lethality
Q01454	Q07794	0	Positive Genetic;Synthetic Growth Defect;Synthetic Rescue
Q01454	Q06675	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
Q01454	Q04636	0	Negative Genetic;Synthetic Growth Defect;Synthetic Rescue
Q01454	Q04603	0	Negative Genetic;Synthetic Rescue
Q01454	Q04264	0	Negative Genetic
Q01454	Q03406	0	Negative Genetic
Q01329	Q12102	0	Negative Genetic
Q01329	Q08685	0	Negative Genetic
Q01329	Q08553	0	Synthetic Rescue
Q01329	Q06697	0	Synthetic Lethality
Q01279	Q05928	0	Phenotypic Suppression
Q01159	Q03220	0	Positive Genetic
Q01080	Q04307	0	Negative Genetic
Q01080	Q03973	0	Dosage Rescue;Synthetic Lethality
Q00916	Q08920	0	Synthetic Lethality
Q00916	Q07508	0	Synthetic Lethality
Q00776	Q08951	0	Negative Genetic
Q00772	Q03330	0	Negative Genetic;Synthetic Growth Defect
Q00764	Q12051	0	Negative Genetic
Q00723	Q12368	0	Negative Genetic
Q00723	Q12330	0	Negative Genetic
Q00723	Q08963	0	Negative Genetic
Q00722	Q9NQ66	0	Negative Genetic
Q00722	Q01970	0	Negative Genetic
Q00711	Q3E785	0	Phenotypic Suppression
Q00711	Q08230	0	Dosage Rescue;Phenotypic Suppression
Q00711	Q07540	0	Synthetic Growth Defect
Q00684	Q05080	0	Phenotypic Enhancement;Phenotypic Suppression
Q00637	Q94511	0	Phenotypic Suppression
Q00582	Q3E830	0	Phenotypic Suppression
Q00582	Q07468	0	Dosage Rescue;Phenotypic Suppression;Synthetic Rescue
Q00582	Q04491	0	Positive Genetic
Q00582	Q02205	0	Positive Genetic;Synthetic Rescue
Q00578	Q04673	0	Negative Genetic
Q00578	Q03071	0	Negative Genetic
Q00362	Q12461	0	Positive Genetic
Q00362	Q12018	0	Synthetic Growth Defect
Q00362	Q04372	0	Synthetic Rescue
Q00362	Q04081	0	Synthetic Growth Defect
Q00362	Q00684	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect
Q00246	Q12434	0	Dosage Growth Defect;Phenotypic Enhancement
Q00245	Q12038	0	Dosage Rescue;Negative Genetic
Q00245	Q00246	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality
Q00055	Q00764	0	Dosage Rescue;Synthetic Growth Defect
P98194	Q9HC07	0	Synthetic Lethality
P98170	Q14790	0	Phenotypic Suppression
P98170	Q13490	0	Negative Genetic
P92958	Q38997	0	Synthetic Lethality
P89886	Q12283	0	Negative Genetic
P89886	Q04600	0	Negative Genetic;Phenotypic Enhancement
P89105	Q05949	0	Synthetic Growth Defect
P89105	Q03957	0	Synthetic Growth Defect
P87108	Q08749	0	Synthetic Lethality
P84077	Q9H0U4	0	Negative Genetic
P84022	Q15796	0	Phenotypic Enhancement
P84022	Q13573	0	Phenotypic Enhancement
P83881	Q9BRX2	0	Negative Genetic
P83881	Q969Q0	0	Negative Genetic
P82921	Q9P0J6	0	Positive Genetic
P82921	Q9BZE1	0	Positive Genetic
P82912	Q9Y3D9	0	Positive Genetic
P82912	Q9NWU5	0	Positive Genetic
P82912	Q9BQC6	0	Positive Genetic
P82912	Q8N983	0	Positive Genetic
P82912	Q7Z7H8	0	Positive Genetic
P82805	P82873	0	Synthetic Growth Defect
P82675	Q9Y6G3	0	Positive Genetic
P82675	Q9Y3D9	0	Positive Genetic
P82675	Q9P0M9	0	Positive Genetic
P82675	Q9P0J6	0	Positive Genetic
P82675	Q9NYK5	0	Positive Genetic
P82675	Q9NVS2	0	Positive Genetic
P82675	Q9BZE1	0	Positive Genetic
P82675	Q9BYC8	0	Positive Genetic
P82675	Q9BQC6	0	Positive Genetic
P82675	Q96A35	0	Positive Genetic
P82675	Q7Z7H8	0	Positive Genetic
P82675	P82921	0	Positive Genetic
P82675	P82912	0	Positive Genetic
P82673	Q9P0J6	0	Positive Genetic
P82673	P82675	0	Positive Genetic
P82664	Q9Y3B7	0	Positive Genetic
P81450	Q06405	0	Positive Genetic
